Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
0.7574879569698602,0.8798670637860886,0.41567290309616,0.14452131900763376,0.9431765965755877,0.732746364192929,0.10813664585483151,0.8182520032375221,0.9533570480212615,0.875643934320036
0.25919093492286316,0.6523497989142151,0.043066806805343916,0.29677295870384657,0.603294010499703,0.13074097315275557,0.2413718358584901,0.42206778582849935,0.9340056544322451,0.8923212580103537
0.2612278139966029,0.1063609816595541,0.8498551194727753,0.10487155598665276,0.9494779717171903,0.5883817903414119,0.23561330617362297,0.2842139824197204,0.07705413016742513,0.4220044751107077
0.19858805479270936,0.573753667923435,0.007597368383287173,0.3691189791890228,0.09564484999991685,0.4758675331504332,0.7430792643943144,0.04223998215778535,0.449250886077463,0.8420571480063851
0.7014178263055011,0.14399769590627975,0.961877880980479,0.21808472844665538,0.18750563813279886,0.44166983973491425,0.9605735099812998,0.3478873129044189,0.9671866506039912,0.9797299020935246
0.2162136662135532,0.44648489376923317,0.22845069025273634,0.0030556154253943424,0.3895029560980622,0.6682072803616006,0.916904803235762,0.20669959054355436,0.979790775936035,0.9204352466674685
0.5354613925624464,0.6456426312380104,0.25501656923040505,0.6661789774422451,0.7515511289502661,0.29417680291620874,0.4583896591557107,0.8015065878078959,0.5050135360422174,0.8058713312303936
0.7097688597208903,0.5003930216554423,0.11783869075433917,0.99662412257316,0.43233228381259836,0.9870012959650885,0.4364767857726696,0.40984684079769584,0.6860021989592572,0.8597897030134658
0.43142545327770476,0.125270985672852,0.9965437574912785,0.6728994552315182,0.5707761472951608,0.0445253879141132,0.13579572758846004,0.38447773014916276,0.5320741505614742,0.5354755208602865
0.5318851225199486,0.8425582060672884,0.04910199754990063,0.0032547149598325387,0.6106252334648419,0.6284381265898239,0.24368877228672225,0.42846592364613945,0.6930516409782822,0.6361794863915675
0.4662164005437447,0.5957487999397738,0.2066008500356491,0.9470628376474481,0.4407589167934365,0.10817057483231474,0.3490297534805634,0.14437410482909518,0.5179485257867436,0.3813198357864118
0.07663633876456555,0.4617109244715576,0.12522618673292785,0.5237972895064541,0.6217413772979427,0.648647863258256,0.3805060205371129,0.6008222141659024,0.4609246287513926,0.012010489756055676
0.4005457536389906,0.7164399800944111,0.1916398545417024,0.7580587217239504,0.6518819375712929,0.6412030779203729,0.9786940619700758,0.4465234820091196,0.9061972727518942,0.7691239688958101
0.5402685444035688,0.7581595311630502,0.8241849702268195,0.5944409283022831,0.34811299876342716,0.397980827758481,0.232824263599826,0.8400745916536134,0.2749065875051905,0.21328718642212985
0.21897302959177767,0.48259441758867616,0.35331740150504976,0.6723843187126608,0.5775698391065077,0.1176152299792923,0.21543852701037647,0.24032914545209016,0.6860459246618084,0.12347040085957073
0.275236769861004,0.9586422680873184,0.027404046323980413,0.3726655279498735,0.29743663476902626,0.8103066740824489,0.49411594560779615,0.13864114886504375,0.803050843790361,0.10022887990357543
0.06709054113226232,0.8970891210565435,0.11962336186132061,0.8720884614157965,0.9481914417573097,0.9197641233924634,0.5098316037248818,0.0985945282236439,0.46096354110831683,0.5056077400140893
0.8204113873084671,0.976257357965061,0.7051919426273547,0.31964789122333737,0.8959260188083796,0.08294235613185263,0.8076257106317277,0.3899688099917761,0.9765126947240896,0.638474337244559
0.18537924526103122,0.862636848094696,0.927190821631166,0.4557552025924898,0.13571994105022334,0.7101455135827927,0.8111626316734345,0.4988818036846243,0.25873428039870383,0.5166252029460904
0.38154092058458544,0.3224649199261187,0.9536127491176842,0.09095757319605813,0.9590669241611254,0.5183858991145122,0.43185800102881966,0.7362313274890397,0.42467132844533895,0.14079360891476822
